"","Parameter","average","lower","mode","higher","Category","Covariate","Time"
"beta[2,3,5]","beta",0.163203879738388,-0.0175404287195831,0.166632551121715,0.325352017067362,"2","3","5"
"beta[3,3,5]","beta",-0.00232472503961526,-0.185074491670579,-0.00344502250761593,0.187233710960669,"3","3","5"
"beta[4,3,5]","beta",-0.057412797272945,-0.246641687016753,-0.0544759265737551,0.140455098571633,"4","3","5"
"beta[5,3,5]","beta",-0.0805040789377872,-0.279177686324703,-0.0791226840273933,0.114097490997024,"5","3","5"
"beta[6,3,5]","beta",-0.0809169797268681,-0.267810425480389,-0.081341572172295,0.110761044094816,"6","3","5"
"beta[7,3,5]","beta",-0.0779945656323438,-0.268352081807937,-0.0824854372964699,0.105014402108137,"7","3","5"
"beta[1,4,5]","beta",0.235287024885915,0.0510657786713109,0.234578047533809,0.418002029210597,"1","4","5"
"beta[2,4,5]","beta",0.0896248514839246,-0.0850140809474367,0.0862365310026425,0.274900410710934,"2","4","5"
"beta[3,4,5]","beta",-0.0567458672040868,-0.239403789152836,-0.0588882267372776,0.132984473327363,"3","4","5"
"beta[4,4,5]","beta",-0.0543027620863404,-0.243599325078338,-0.0506874644263088,0.13343520090493,"4","4","5"
"beta[5,4,5]","beta",-0.0719367677589298,-0.265901000059578,-0.0713138151497242,0.113461953790119,"5","4","5"
"beta[6,4,5]","beta",-0.0754631065111065,-0.266815980089802,-0.0766280605393388,0.114094956822259,"6","4","5"
"beta[7,4,5]","beta",-0.0749781510930842,-0.276477954554201,-0.0710661657502457,0.113627861067735,"7","4","5"
"beta[1,5,5]","beta",0.690552212329011,0.518380285043291,0.691070486511043,0.864862202094725,"1","5","5"
"beta[2,5,5]","beta",0.363291248147247,0.182776936075553,0.359107757859451,0.540911379831582,"2","5","5"
"beta[3,5,5]","beta",-0.0927101117840102,-0.258927626964093,-0.0949760284857537,0.0841212461684731,"3","5","5"
"beta[4,5,5]","beta",-0.185079203606256,-0.363933578655635,-0.187929816837753,-0.000514841935152399,"4","5","5"
"beta[5,5,5]","beta",-0.262622152664342,-0.445602051321564,-0.26318188172374,-0.0832009137100086,"5","5","5"
"beta[6,5,5]","beta",-0.256020611712059,-0.419593858548333,-0.257682406934697,-0.0794554724441984,"6","5","5"
"beta[7,5,5]","beta",-0.26236795980901,-0.446504434162991,-0.261595121922975,-0.0790736477789357,"7","5","5"
"beta[1,6,5]","beta",0.695317124052969,0.528621313023894,0.694135224113418,0.859174173554602,"1","6","5"
"beta[2,6,5]","beta",0.358293555234616,0.182186600330119,0.359140766136703,0.525428160159004,"2","6","5"
"beta[3,6,5]","beta",-0.0995778804380103,-0.268847082373397,-0.102479729877576,0.0699099330444303,"3","6","5"
"beta[4,6,5]","beta",-0.188352836122501,-0.356874619088239,-0.187265880273066,-0.000888126294373278,"4","6","5"
"beta[5,6,5]","beta",-0.25876805842722,-0.428754003156675,-0.261064953898205,-0.0655196300689889,"5","6","5"
"beta[6,6,5]","beta",-0.26647530978902,-0.457111700093829,-0.264821422369959,-0.088443506511207,"6","6","5"
"beta[7,6,5]","beta",-0.260701305092526,-0.441066849971401,-0.261528441428204,-0.0792516214763423,"7","6","5"
"beta[1,7,5]","beta",0.132706836787778,-0.0357499202421757,0.131470847739731,0.303305169059169,"1","7","5"
"beta[2,7,5]","beta",0.157164642573145,-0.0175756867334733,0.157234995257517,0.331868746436309,"2","7","5"
"beta[3,7,5]","beta",0.00234228312957292,-0.179334529620025,0.00162497620617116,0.200426609247005,"3","7","5"
"beta[4,7,5]","beta",-0.0595323716001405,-0.245579447880641,-0.0605783285542366,0.122441552631866,"4","7","5"
"beta[5,7,5]","beta",-0.0817287658523482,-0.271081407103726,-0.0821085982383452,0.0962589281341664,"5","7","5"
"beta[6,7,5]","beta",-0.0792088488972459,-0.276385287695967,-0.0774282034717907,0.117800220347928,"6","7","5"
"beta[7,7,5]","beta",-0.0836822031191327,-0.279348644122507,-0.0814340850461973,0.0918664290390739,"7","7","5"
"beta[1,8,5]","beta",0.238823799545749,0.06924958395461,0.237157680016377,0.409998770020626,"1","8","5"
"beta[2,8,5]","beta",0.0913842317660308,-0.0863719961101924,0.0930488764527518,0.265363362903587,"2","8","5"
"beta[3,8,5]","beta",-0.0564228279909208,-0.240094201088843,-0.0552717871130642,0.136132870274984,"3","8","5"
"beta[4,8,5]","beta",-0.0512055184397227,-0.240542473995904,-0.0524672479281046,0.141576136658353,"4","8","5"
"beta[5,8,5]","beta",-0.0771400468838101,-0.277151127582022,-0.0768699327939788,0.122713746548382,"5","8","5"
"beta[6,8,5]","beta",-0.0707214970895825,-0.27085397079026,-0.0700036351649967,0.120716952676949,"6","8","5"
"beta[7,8,5]","beta",-0.0744024864903641,-0.254997587894988,-0.0757025492640702,0.117345652448216,"7","8","5"
"beta[1,1,6]","beta",0.161417446631724,-0.0147213529290434,0.16449003854948,0.331187730770627,"1","1","6"
"beta[2,1,6]","beta",0.133254180248223,-0.0557585707422286,0.134405199264399,0.326240609678051,"2","1","6"
"beta[3,1,6]","beta",0.0246493800491606,-0.162374692856482,0.0239921300580987,0.21588807152665,"3","1","6"
"beta[4,1,6]","beta",-0.0831142030000787,-0.291228900898514,-0.0814800304742183,0.109453875573066,"4","1","6"
"beta[5,1,6]","beta",-0.0802973501946208,-0.275821782106592,-0.0805405589197005,0.124636591020213,"5","1","6"
"beta[6,1,6]","beta",-0.0814619387997825,-0.263541387296777,-0.080866508473061,0.11194536984427,"6","1","6"
"beta[7,1,6]","beta",-0.0821755970292115,-0.268855273660482,-0.0783763271506513,0.106737865792562,"7","1","6"
"beta[1,2,6]","beta",0.227383650913644,0.0490476453809936,0.228563187100694,0.395386364638671,"1","2","6"
"beta[2,2,6]","beta",0.12160252575163,-0.0563108412838272,0.119392971215447,0.305908285346302,"2","2","6"
"beta[3,2,6]","beta",-0.0558895686165405,-0.244008492855692,-0.057894474522156,0.145889759997486,"3","2","6"
"beta[4,2,6]","beta",-0.064089274155293,-0.25146984687917,-0.0638435130983731,0.112719788366194,"4","2","6"
"beta[5,2,6]","beta",-0.0779529379091807,-0.266721578830744,-0.0764959729556366,0.114478990144734,"5","2","6"
"beta[6,2,6]","beta",-0.0839951881860953,-0.280524273123932,-0.0817399632692323,0.101925923181519,"6","2","6"
"beta[7,2,6]","beta",-0.0834107020630849,-0.272656421295523,-0.0790315140163964,0.0911918193547024,"7","2","6"
"beta[1,3,6]","beta",0.216815049105332,0.0385747314716356,0.219330003650043,0.380465422419521,"1","3","6"
"beta[2,3,6]","beta",0.0696890146657499,-0.117239348338876,0.0723970392420736,0.251972912161807,"2","3","6"
"beta[3,3,6]","beta",-0.000720734330805976,-0.18453777078729,-0.00579392877752678,0.193083885750695,"3","3","6"
"beta[4,3,6]","beta",-0.0616198363187208,-0.247546739247476,-0.0587233745928049,0.119777074350826,"4","3","6"
"beta[5,3,6]","beta",-0.0733129620507977,-0.263395143492353,-0.0704083671625877,0.124407202575924,"5","3","6"
"beta[6,3,6]","beta",-0.0739541615502936,-0.262555742340168,-0.0750108846410059,0.117887492039826,"6","3","6"
"beta[7,3,6]","beta",-0.0699639944151244,-0.258224206960356,-0.0689129934135076,0.107611959027321,"7","3","6"
"beta[1,4,6]","beta",0.216297731822579,0.0433070421790241,0.215459732204929,0.393720237485877,"1","4","6"
"beta[2,4,6]","beta",0.0905045584141661,-0.0934792613597551,0.0900685459583337,0.278000465889669,"2","4","6"
"beta[3,4,6]","beta",-0.0243816759568976,-0.214435936908037,-0.0188744019344906,0.158945451464889,"3","4","6"
"beta[4,4,6]","beta",-0.067293898967545,-0.262563408952699,-0.0657051625621608,0.122424707378322,"4","4","6"
"beta[5,4,6]","beta",-0.0685362821832878,-0.25821679725632,-0.0686159638976171,0.111308919305515,"5","4","6"
"beta[6,4,6]","beta",-0.0724525997089425,-0.269103527030924,-0.0715006174764332,0.115171054726094,"6","4","6"
"beta[7,4,6]","beta",-0.0750502023059551,-0.259250287013461,-0.0767264466879723,0.116020429547105,"7","4","6"
"beta[1,5,6]","beta",0.748026917097839,0.585083239557679,0.746896672484584,0.917893470277313,"1","5","6"
"beta[2,5,6]","beta",0.301547878273194,0.122730384221992,0.304381837947071,0.47744426246109,"2","5","6"
"beta[3,5,6]","beta",-0.0551936768748534,-0.232446443378134,-0.0536894839069385,0.12421780070362,"3","5","6"
"beta[4,5,6]","beta",-0.238752187283993,-0.411184098573503,-0.238079643429696,-0.0755342513459317,"4","5","6"
"beta[5,5,6]","beta",-0.25499140511142,-0.439975499179459,-0.253713199891793,-0.0720734715408728,"5","5","6"
"beta[6,5,6]","beta",-0.254028590778989,-0.425714245247206,-0.250401675800289,-0.0851805812948492,"6","5","6"
"beta[7,5,6]","beta",-0.249155019847442,-0.423996114059585,-0.254780265576467,-0.0663281060388635,"7","5","6"
"beta[1,6,6]","beta",0.751916823762035,0.598053258358763,0.745847829369641,0.929593015020689,"1","6","6"
"beta[2,6,6]","beta",0.301885680390822,0.131803561488424,0.300098403810525,0.478294096510496,"2","6","6"
"beta[3,6,6]","beta",-0.0548316290811309,-0.226116144396765,-0.0554722431078125,0.127155328996405,"3","6","6"
"beta[4,6,6]","beta",-0.234866018463162,-0.420635761692272,-0.237521927015462,-0.0487981211884885,"4","6","6"
"beta[5,6,6]","beta",-0.250386377351465,-0.421511586017682,-0.249593234450143,-0.0727792578734186,"5","6","6"
"beta[6,6,6]","beta",-0.251280089063387,-0.432501570051185,-0.25270412042939,-0.0645150347360966,"6","6","6"
"beta[7,6,6]","beta",-0.255897815893765,-0.43706673246915,-0.255340423200468,-0.0690446189148646,"7","6","6"
"beta[1,7,6]","beta",0.220189255356933,0.0597327070455565,0.222953760397952,0.38166933530203,"1","7","6"
"beta[2,7,6]","beta",0.0670159099289739,-0.124185972935416,0.0725252131233268,0.23872718408647,"2","7","6"
"beta[3,7,6]","beta",-0.00255116468452456,-0.2014510897745,-0.0022834994456051,0.189648136663349,"3","7","6"
"beta[4,7,6]","beta",-0.0570789719963685,-0.248524105019655,-0.0568203266253969,0.134788638461485,"4","7","6"
"beta[5,7,6]","beta",-0.0696040951343418,-0.273852715854132,-0.0695661602589488,0.118936271973295,"5","7","6"
"beta[6,7,6]","beta",-0.0752004619161282,-0.271604298452775,-0.0756925457135478,0.113992204240407,"6","7","6"
"beta[7,7,6]","beta",-0.0728521336611884,-0.257707011934964,-0.07342071741306,0.121684833722999,"7","7","6"
"beta[1,8,6]","beta",0.216308382664932,0.0445574824829332,0.220094098894086,0.386104253828719,"1","8","6"
"beta[2,8,6]","beta",0.101873293622209,-0.0799177235470189,0.102575805378568,0.271737134630268,"2","8","6"
"beta[3,8,6]","beta",-0.027449532077367,-0.206733374362466,-0.0282040846181618,0.171779575112991,"3","8","6"
"beta[4,8,6]","beta",-0.0675623853020836,-0.245220639813508,-0.0686394007328968,0.107485033618508,"4","8","6"
"beta[5,8,6]","beta",-0.070603140309378,-0.258095366100994,-0.067837196839572,0.118574789369661,"5","8","6"
"beta[6,8,6]","beta",-0.0750412964114289,-0.248795327039547,-0.0760307947195634,0.104752558588755,"6","8","6"
"beta[7,8,6]","beta",-0.0739461709191986,-0.266569059401419,-0.0757937831066037,0.125090577045229,"7","8","6"
"beta[1,1,7]","beta",0.203527804418934,0.0260067661915678,0.20135712713682,0.37898343000056,"1","1","7"
"beta[2,1,7]","beta",0.108047691799238,-0.0698377786602681,0.111429333777888,0.292691285257328,"2","1","7"
"beta[3,1,7]","beta",-0.0247168890580265,-0.212674529571863,-0.025038526894104,0.156889806087428,"3","1","7"
"beta[4,1,7]","beta",-0.067999074034057,-0.246983078384905,-0.0681858940052908,0.11941496205148,"4","1","7"
"beta[5,1,7]","beta",-0.0710397603425419,-0.260047520513577,-0.072982862423128,0.121873833170082,"5","1","7"
"beta[6,1,7]","beta",-0.0707479980236418,-0.259508839030093,-0.0698868599901783,0.109203843441788,"6","1","7"
"beta[7,1,7]","beta",-0.0755249160457702,-0.26217220478604,-0.0765613245222461,0.11505896369412,"7","1","7"
"beta[1,2,7]","beta",0.317015831036906,0.137218259019901,0.316880449613436,0.498900319042442,"1","2","7"
"beta[2,2,7]","beta",0.0209520777243368,-0.154219025360872,0.021629439450709,0.199406105323213,"2","2","7"
"beta[3,2,7]","beta",-0.0464179783456613,-0.238312600580476,-0.045716823670355,0.130595673361924,"3","2","7"
"beta[4,2,7]","beta",-0.0715105889844971,-0.284629212843418,-0.0704712402231119,0.125553970377437,"4","2","7"
"beta[5,2,7]","beta",-0.0666577281221361,-0.24693803426895,-0.0672608324567069,0.138732540371381,"5","2","7"
"beta[6,2,7]","beta",-0.0657059856215174,-0.246321961447089,-0.0629298773940253,0.127093161699314,"6","2","7"
"beta[7,2,7]","beta",-0.0697652073740369,-0.263105262525729,-0.0697961162125603,0.115046451337,"7","2","7"
"beta[1,3,7]","beta",0.149209662734834,-0.0396482608161283,0.150779205251521,0.324532586819941,"1","3","7"
"beta[2,3,7]","beta",0.115472568511544,-0.0715812953219593,0.118847793479025,0.30021697811863,"2","3","7"
"beta[3,3,7]","beta",0.00209673690528044,-0.184860039714869,0.00632827208513048,0.172781392024751,"3","3","7"
"beta[4,3,7]","beta",-0.0638012264136529,-0.241265596378788,-0.0645229576883112,0.133459460748427,"4","3","7"
"beta[5,3,7]","beta",-0.0656461989473682,-0.253522594777516,-0.0654692534822357,0.129890188627972,"5","3","7"
"beta[6,3,7]","beta",-0.0664087173967093,-0.252377644822693,-0.0673990604422063,0.132343347500163,"6","3","7"
"beta[7,3,7]","beta",-0.0608462770607642,-0.259430003055053,-0.0644752511802082,0.1320759838536,"7","3","7"
"beta[1,4,7]","beta",0.22286080204103,0.0424538695107102,0.222037957900152,0.393462158222147,"1","4","7"
"beta[2,4,7]","beta",0.0747508704397942,-0.11677536443685,0.0753909374736742,0.262089323686967,"2","4","7"
"beta[3,4,7]","beta",-0.0436428796974711,-0.228519556461084,-0.0470949237623587,0.158433342494527,"3","4","7"
"beta[4,4,7]","beta",-0.0665524878631525,-0.253602745285747,-0.065236859414474,0.123423741624863,"4","4","7"
"beta[5,4,7]","beta",-0.0645177181366208,-0.244628491489145,-0.0668613410839473,0.121785815888863,"5","4","7"
"beta[6,4,7]","beta",-0.0625095470115525,-0.260217141673283,-0.0587917779452277,0.129061789195161,"6","4","7"
"beta[7,4,7]","beta",-0.0644796569769796,-0.254764008399008,-0.0614379167024849,0.130851194587756,"7","4","7"
"beta[1,5,7]","beta",0.819052270301884,0.652317956134192,0.817787017728241,0.990191177389575,"1","5","7"
"beta[2,5,7]","beta",0.215480472071205,0.043383942664049,0.216340279009228,0.390383194558944,"2","5","7"
"beta[3,5,7]","beta",-0.131180150644839,-0.31379485665197,-0.130556000662967,0.0405269861534557,"3","5","7"
"beta[4,5,7]","beta",-0.222062288911413,-0.393373848923354,-0.226205713171958,-0.0431114647316542,"4","5","7"
"beta[5,5,7]","beta",-0.227220627365045,-0.408854475939597,-0.227091812466187,-0.0485271582448575,"5","5","7"
"beta[6,5,7]","beta",-0.222523171754752,-0.409053989464984,-0.217073358161184,-0.039150026437433,"6","5","7"
"beta[7,5,7]","beta",-0.230196436051668,-0.414640742143621,-0.227151985741268,-0.0622628055585179,"7","5","7"
"beta[1,6,7]","beta",0.81816252669168,0.65802873562445,0.818860581585911,0.986233039320469,"1","6","7"
"beta[2,6,7]","beta",0.207268634543632,0.0411113326675259,0.207477062782375,0.380057124823185,"2","6","7"
"beta[3,6,7]","beta",-0.125088427650307,-0.29396692132619,-0.125371487951531,0.0612600475285737,"3","6","7"
"beta[4,6,7]","beta",-0.223734703178312,-0.400009436958518,-0.223835759192401,-0.0397069244034213,"4","6","7"
"beta[5,6,7]","beta",-0.226210564399023,-0.40052474272687,-0.227540910188636,-0.0460226943981956,"5","6","7"
"beta[6,6,7]","beta",-0.228597611247779,-0.408631255290458,-0.228292889449368,-0.0533113937531346,"6","6","7"
"beta[7,6,7]","beta",-0.228941772255881,-0.411580148776564,-0.225790238999079,-0.0584936400293866,"7","6","7"
"beta[1,7,7]","beta",0.14698516981364,-0.0241363256224822,0.14640946229431,0.324549471166389,"1","7","7"
"beta[2,7,7]","beta",0.108320693174142,-0.0733766131637065,0.104184296962554,0.299901664668027,"2","7","7"
"beta[3,7,7]","beta",0.000868848299790648,-0.182418951262988,0.00021198231387317,0.183507015453695,"3","7","7"
"beta[4,7,7]","beta",-0.0609632628520054,-0.262428120629411,-0.0636433081801667,0.121695899816338,"4","7","7"
"beta[5,7,7]","beta",-0.0644527830820048,-0.253988057112694,-0.0637248976217384,0.126005711938816,"5","7","7"
"beta[6,7,7]","beta",-0.0644449477316643,-0.246927583552814,-0.0626784631098149,0.114353477119898,"6","7","7"
"beta[7,7,7]","beta",-0.0695306385939382,-0.257390353374086,-0.0677153812297079,0.105985103146008,"7","7","7"
"beta[1,8,7]","beta",0.221349553141113,0.0501465251291185,0.224442982242205,0.39361335611877,"1","8","7"
"beta[2,8,7]","beta",0.078223659959694,-0.1025172572005,0.0786020057897277,0.272447458013683,"2","8","7"
"beta[3,8,7]","beta",-0.0451726875516499,-0.235227891860861,-0.0463921802863555,0.132535004445757,"3","8","7"
"beta[4,8,7]","beta",-0.0631199468248251,-0.263885187798374,-0.0623499739866366,0.134700828114192,"4","8","7"
"beta[5,8,7]","beta",-0.0637528908273859,-0.254138873899909,-0.0633104108168955,0.126592380227241,"5","8","7"
"beta[6,8,7]","beta",-0.0626411297649017,-0.247471924386391,-0.0609868554202815,0.127631630922575,"6","8","7"
"beta[7,8,7]","beta",-0.0627055745836994,-0.24855095346234,-0.0615129803739565,0.128605073013762,"7","8","7"
"beta[1,1,8]","beta",0.221986848581358,0.0490609486725345,0.221962165547248,0.39784095324291,"1","1","8"
"beta[2,1,8]","beta",0.0626626348011194,-0.110318901746905,0.0587027927279996,0.229230848952971,"2","1","8"
"beta[3,1,8]","beta",0.0587668897588971,-0.122247856083658,0.0607821736131611,0.240799644104615,"3","1","8"
"beta[4,1,8]","beta",-0.0964057333131138,-0.275133673427179,-0.0981371593809064,0.0874190209269525,"4","1","8"
"beta[5,1,8]","beta",-0.0828537308876732,-0.281761555262231,-0.0805216663857893,0.11119237601605,"5","1","8"
"beta[6,1,8]","beta",-0.0779054436549101,-0.262278700476252,-0.0792710525776382,0.10275483575809,"6","1","8"
"beta[7,1,8]","beta",-0.0828647210277222,-0.268147669444486,-0.0805393295005588,0.102614609454865,"7","1","8"
"beta[1,2,8]","beta",0.308631511183238,0.156664741295285,0.309102796529838,0.470498930246158,"1","2","8"
"beta[2,2,8]","beta",0.053145074420283,-0.126608448193173,0.055498513966503,0.230869402990354,"2","2","8"
"beta[3,2,8]","beta",-0.0512489506150203,-0.23429167111784,-0.0527641661148865,0.137497764367473,"3","2","8"
"beta[4,2,8]","beta",-0.0705077813335223,-0.263611993923217,-0.071898028582865,0.123529572522506,"4","2","8"
"beta[5,2,8]","beta",-0.0788791597136698,-0.277686371363053,-0.0774755397189955,0.114143633932359,"5","2","8"
"beta[6,2,8]","beta",-0.0812691050738528,-0.270537271485616,-0.086283489366285,0.108134508538361,"6","2","8"
"beta[7,2,8]","beta",-0.0858642390725174,-0.280551763052789,-0.0835582591020708,0.0857113261126781,"7","2","8"
"beta[1,3,8]","beta",0.15178129565783,-0.015162739855444,0.149021907443922,0.331694601042739,"1","3","8"
"beta[2,3,8]","beta",0.0731214710377624,-0.114650406208134,0.0746586356287989,0.257322561618876,"2","3","8"
"beta[3,3,8]","beta",0.0523143028646097,-0.131118981921125,0.0505904335176588,0.241236085164265,"3","3","8"
"beta[4,3,8]","beta",-0.0313271902976841,-0.209607016637433,-0.035166671946915,0.151688413146332,"4","3","8"
"beta[5,3,8]","beta",-0.0725359311885244,-0.269497994592384,-0.0730832454181906,0.110427589410767,"5","3","8"
"beta[6,3,8]","beta",-0.0751595459300345,-0.264531597955871,-0.0771711290414077,0.113831402147373,"6","3","8"
"beta[7,3,8]","beta",-0.0786512712141421,-0.270136343172968,-0.0770229716438657,0.106464284864483,"7","3","8"
"beta[1,4,8]","beta",0.290443127998996,0.113039329400181,0.291364538520046,0.476462974117888,"1","4","8"
